name,stars,language,owner,url,created_at,age_years,license
core,45009,TypeScript,vuejs,https://github.com/vuejs/core,2018-06-12T13:49:36Z,5.95,MIT License
trackerslist,44827,,ngosang,https://github.com/ngosang/trackerslist,2016-04-24T11:57:57Z,8.08,GNU General Public License v2.0
v2ray-core,44792,Go,v2ray,https://github.com/v2ray/v2ray-core,2015-09-04T11:42:53Z,8.72,MIT License
Magisk,44745,C++,topjohnwu,https://github.com/topjohnwu/Magisk,2016-09-08T12:42:53Z,7.71,GNU General Public License v3.0
Prompt-Engineering-Guide,44723,MDX,dair-ai,https://github.com/dair-ai/Prompt-Engineering-Guide,2022-12-16T16:04:50Z,1.43,MIT License
julia,44670,Julia,JuliaLang,https://github.com/JuliaLang/julia,2011-04-21T07:01:50Z,13.1,MIT License
minio,44650,Go,minio,https://github.com/minio/minio,2015-01-14T19:23:58Z,9.36,GNU Affero General Public License v3.0
segment-anything,44598,Jupyter Notebook,facebookresearch,https://github.com/facebookresearch/segment-anything,2023-03-23T17:03:03Z,1.17,Apache License 2.0
fuels-rs,44504,Rust,FuelLabs,https://github.com/FuelLabs/fuels-rs,2021-10-31T22:33:54Z,2.56,Apache License 2.0
awesome-wechat-weapp,44473,,justjavac,https://github.com/justjavac/awesome-wechat-weapp,2016-09-22T20:04:48Z,7.67,GNU General Public License v3.0
fuels-ts,44462,TypeScript,FuelLabs,https://github.com/FuelLabs/fuels-ts,2021-09-03T18:11:03Z,2.72,Apache License 2.0
gogs,44283,Go,gogs,https://github.com/gogs/gogs,2014-02-12T01:57:08Z,10.28,MIT License
rclone,44278,Go,rclone,https://github.com/rclone/rclone,2014-03-16T16:19:57Z,10.19,MIT License
Projects,44277,,karan,https://github.com/karan/Projects,2013-07-04T13:37:27Z,10.89,MIT License
react,44165,JavaScript,typescript-cheatsheets,https://github.com/typescript-cheatsheets/react,2018-06-02T04:08:16Z,5.98,MIT License
generative-ai-for-beginners,44160,Jupyter Notebook,microsoft,https://github.com/microsoft/generative-ai-for-beginners,2023-06-19T16:28:59Z,0.93,MIT License
meteor,44073,JavaScript,meteor,https://github.com/meteor/meteor,2012-01-19T01:58:17Z,12.35,Other
dive,43948,Go,wagoodman,https://github.com/wagoodman/dive,2018-05-13T15:44:01Z,6.03,MIT License
architecture-samples,43928,Kotlin,android,https://github.com/android/architecture-samples,2016-02-05T13:42:07Z,8.3,Apache License 2.0
meilisearch,43731,Rust,meilisearch,https://github.com/meilisearch/meilisearch,2018-04-23T11:45:28Z,6.09,MIT License
jest,43669,TypeScript,jestjs,https://github.com/jestjs/jest,2013-12-10T00:18:04Z,10.46,MIT License
100-Days-Of-ML-Code,43658,,Avik-Jain,https://github.com/Avik-Jain/100-Days-Of-ML-Code,2018-07-05T09:11:43Z,5.89,MIT License
uBlock,43653,JavaScript,gorhill,https://github.com/gorhill/uBlock,2015-04-01T17:51:11Z,9.15,GNU General Public License v3.0
Motrix,43633,JavaScript,agalwood,https://github.com/agalwood/Motrix,2018-12-18T11:45:05Z,5.43,MIT License
AdminLTE,43632,Astro,ColorlibHQ,https://github.com/ColorlibHQ/AdminLTE,2013-12-25T02:52:40Z,10.42,MIT License
PowerShell,43591,C#,PowerShell,https://github.com/PowerShell/PowerShell,2016-01-13T23:41:35Z,8.36,MIT License
design-patterns-for-humans,43552,,kamranahmedse,https://github.com/kamranahmedse/design-patterns-for-humans,2017-02-16T21:24:39Z,7.27,No License
awesome-rust,43552,Rust,rust-unofficial,https://github.com/rust-unofficial/awesome-rust,2014-07-17T10:45:10Z,9.86,Creative Commons Zero v1.0 Universal
joplin,43536,TypeScript,laurent22,https://github.com/laurent22/joplin,2017-01-16T21:49:41Z,7.35,Other
powerlevel10k,43501,Shell,romkatv,https://github.com/romkatv/powerlevel10k,2019-02-24T19:09:45Z,5.24,MIT License
x64dbg,43363,C++,x64dbg,https://github.com/x64dbg/x64dbg,2015-04-11T20:48:23Z,9.12,Other
zustand,43317,TypeScript,pmndrs,https://github.com/pmndrs/zustand,2019-04-09T09:10:06Z,5.13,MIT License
TensorFlow-Examples,43248,Jupyter Notebook,aymericdamien,https://github.com/aymericdamien/TensorFlow-Examples,2015-11-11T14:21:19Z,8.54,Other
parcel,43167,JavaScript,parcel-bundler,https://github.com/parcel-bundler/parcel,2017-08-07T16:36:47Z,6.79,MIT License
hackingtool,43044,Python,Z4nzu,https://github.com/Z4nzu/hackingtool,2020-04-11T09:21:31Z,4.12,MIT License
nocodb,43009,TypeScript,nocodb,https://github.com/nocodb/nocodb,2017-10-29T18:51:48Z,6.57,GNU Affero General Public License v3.0
astro,43003,TypeScript,withastro,https://github.com/withastro/astro,2021-03-15T17:19:47Z,3.19,Other
build-web-application-with-golang,42975,Go,astaxie,https://github.com/astaxie/build-web-application-with-golang,2012-08-02T11:49:35Z,11.81,"BSD 3-Clause ""New"" or ""Revised"" License"
babel,42962,TypeScript,babel,https://github.com/babel/babel,2014-09-28T13:38:23Z,9.66,MIT License
FFmpeg,42894,C,FFmpeg,https://github.com/FFmpeg/FFmpeg,2011-04-14T14:12:38Z,13.12,Other
first-contributions,42836,,firstcontributions,https://github.com/firstcontributions/first-contributions,2016-09-20T14:35:09Z,7.68,MIT License
hyper,42748,TypeScript,vercel,https://github.com/vercel/hyper,2016-07-01T06:01:21Z,7.9,MIT License
pixijs,42734,TypeScript,pixijs,https://github.com/pixijs/pixijs,2013-01-21T22:40:50Z,11.34,MIT License
retrofit,42683,HTML,square,https://github.com/square/retrofit,2010-09-06T21:39:43Z,13.72,Apache License 2.0
gitea,42389,Go,go-gitea,https://github.com/go-gitea/gitea,2016-11-01T02:13:26Z,7.56,MIT License
pandas,42192,Python,pandas-dev,https://github.com/pandas-dev/pandas,2010-08-24T01:37:33Z,13.76,"BSD 3-Clause ""New"" or ""Revised"" License"
hiring-without-whiteboards,42130,JavaScript,poteto,https://github.com/poteto/hiring-without-whiteboards,2017-03-15T05:09:01Z,7.19,MIT License
weekly,42002,,ruanyf,https://github.com/ruanyf/weekly,2018-10-13T12:36:07Z,5.61,No License
zx,41996,JavaScript,google,https://github.com/google/zx,2021-05-05T05:50:01Z,3.05,Apache License 2.0
huginn,41825,Ruby,huginn,https://github.com/huginn/huginn,2013-03-10T06:00:31Z,11.21,MIT License
CppCoreGuidelines,41743,CSS,isocpp,https://github.com/isocpp/CppCoreGuidelines,2015-08-19T20:22:52Z,8.76,Other
quill,41686,TypeScript,quilljs,https://github.com/quilljs/quill,2012-07-30T23:23:18Z,11.82,"BSD 3-Clause ""New"" or ""Revised"" License"
PythonDataScienceHandbook,41686,Jupyter Notebook,jakevdp,https://github.com/jakevdp/PythonDataScienceHandbook,2016-08-10T14:24:36Z,7.79,MIT License
git-flight-rules,41632,,k88hudson,https://github.com/k88hudson/git-flight-rules,2014-07-22T20:35:09Z,9.84,Creative Commons Attribution Share Alike 4.0 International
appwrite,41465,TypeScript,appwrite,https://github.com/appwrite/appwrite,2019-04-08T16:36:25Z,5.13,"BSD 3-Clause ""New"" or ""Revised"" License"
n8n,41368,TypeScript,n8n-io,https://github.com/n8n-io/n8n,2019-06-22T09:24:21Z,4.92,Other
terraform,41348,Go,hashicorp,https://github.com/hashicorp/terraform,2014-03-13T22:25:48Z,10.2,Other
yarn,41347,JavaScript,yarnpkg,https://github.com/yarnpkg/yarn,2016-01-19T17:39:16Z,8.35,Other
starship,41316,Rust,starship,https://github.com/starship/starship,2019-04-02T03:23:12Z,5.15,ISC License
frontend-dev-bookmarks,41185,,dypsilon,https://github.com/dypsilon/frontend-dev-bookmarks,2013-06-22T13:23:55Z,10.93,No License
30-Days-Of-JavaScript,41160,JavaScript,Asabeneh,https://github.com/Asabeneh/30-Days-Of-JavaScript,2019-12-23T14:07:40Z,4.42,No License
grpc,40902,C++,grpc,https://github.com/grpc/grpc,2014-12-08T18:58:53Z,9.46,Apache License 2.0
pm2,40825,JavaScript,Unitech,https://github.com/Unitech/pm2,2013-05-21T03:25:25Z,11.01,Other
vue2-elm,40814,Vue,bailicangdu,https://github.com/bailicangdu/vue2-elm,2016-12-23T01:49:20Z,7.42,GNU General Public License v2.0
type-challenges,40735,TypeScript,type-challenges,https://github.com/type-challenges/type-challenges,2020-07-23T14:33:11Z,3.84,MIT License
discourse,40730,Ruby,discourse,https://github.com/discourse/discourse,2013-01-12T00:25:55Z,11.37,GNU General Public License v2.0
awesome-react-components,40658,,brillout,https://github.com/brillout/awesome-react-components,2016-06-24T15:19:33Z,7.92,Creative Commons Zero v1.0 Universal
json,40629,C++,nlohmann,https://github.com/nlohmann/json,2013-07-04T08:47:49Z,10.89,MIT License
react-use,40625,TypeScript,streamich,https://github.com/streamich/react-use,2018-10-27T10:16:05Z,5.58,The Unlicense
open-source-ios-apps,40620,,dkhamsing,https://github.com/dkhamsing/open-source-ios-apps,2015-01-26T23:32:34Z,9.33,Creative Commons Zero v1.0 Universal
Alamofire,40604,Swift,Alamofire,https://github.com/Alamofire/Alamofire,2014-07-31T05:56:19Z,9.82,MIT License
front-end-interview-handbook,40498,MDX,yangshun,https://github.com/yangshun/front-end-interview-handbook,2018-01-13T19:40:08Z,6.36,MIT License
awesome-java,40221,,akullpp,https://github.com/akullpp/awesome-java,2014-07-09T10:12:43Z,9.88,Other
Leaflet,40199,JavaScript,Leaflet,https://github.com/Leaflet/Leaflet,2010-09-22T16:57:44Z,13.67,"BSD 2-Clause ""Simplified"" License"
query,40169,TypeScript,TanStack,https://github.com/TanStack/query,2019-09-10T19:23:58Z,4.7,MIT License
MetaGPT,40149,Python,geekan,https://github.com/geekan/MetaGPT,2023-06-30T09:04:55Z,0.9,MIT License
nw.js,40139,JavaScript,nwjs,https://github.com/nwjs/nw.js,2012-01-04T06:21:10Z,12.39,MIT License
styled-components,40124,TypeScript,styled-components,https://github.com/styled-components/styled-components,2016-08-16T06:41:32Z,7.77,MIT License
dubbo,40118,Java,apache,https://github.com/apache/dubbo,2012-06-19T07:56:02Z,11.93,Apache License 2.0
edex-ui,40030,JavaScript,GitSquared,https://github.com/GitSquared/edex-ui,2017-01-28T09:35:02Z,7.32,GNU General Public License v3.0
react-hook-form,39899,TypeScript,react-hook-form,https://github.com/react-hook-form/react-hook-form,2019-03-05T23:47:10Z,5.22,MIT License
open-source-mac-os-apps,39724,,serhii-londar,https://github.com/serhii-londar/open-source-mac-os-apps,2017-11-03T02:35:33Z,6.56,Creative Commons Zero v1.0 Universal
brew,39669,Ruby,Homebrew,https://github.com/Homebrew/brew,2016-03-06T05:08:38Z,8.22,"BSD 2-Clause ""Simplified"" License"
ChatGLM-6B,39587,Python,THUDM,https://github.com/THUDM/ChatGLM-6B,2023-03-13T12:00:18Z,1.2,Apache License 2.0
python-patterns,39555,Python,faif,https://github.com/faif/python-patterns,2012-06-06T21:02:35Z,11.97,No License
jadx,39498,Java,skylot,https://github.com/skylot/jadx,2013-03-18T17:08:21Z,11.19,Apache License 2.0
uni-app,39491,JavaScript,dcloudio,https://github.com/dcloudio/uni-app,2018-07-12T08:52:39Z,5.87,Apache License 2.0
kubernetes-the-hard-way,39225,,kelseyhightower,https://github.com/kelseyhightower/kubernetes-the-hard-way,2016-07-07T14:15:27Z,7.88,Apache License 2.0
vuetify,39131,TypeScript,vuetifyjs,https://github.com/vuetifyjs/vuetify,2016-09-12T00:39:35Z,7.7,MIT License
PaddleOCR,39130,Python,PaddlePaddle,https://github.com/PaddlePaddle/PaddleOCR,2020-05-08T10:38:16Z,4.04,Apache License 2.0
what-happens-when,39107,,alex,https://github.com/alex/what-happens-when,2013-11-07T04:30:06Z,10.55,No License
Rocket.Chat,39032,TypeScript,RocketChat,https://github.com/RocketChat/Rocket.Chat,2015-05-19T07:36:09Z,9.02,Other
drawio,38977,JavaScript,jgraph,https://github.com/jgraph/drawio,2016-09-06T12:59:15Z,7.72,Apache License 2.0
materialize,38844,JavaScript,Dogfalo,https://github.com/Dogfalo/materialize,2014-09-12T19:35:38Z,9.7,MIT License
swiper,38754,JavaScript,nolimits4web,https://github.com/nolimits4web/swiper,2012-03-14T19:11:45Z,12.2,MIT License
fastlane,38708,Ruby,fastlane,https://github.com/fastlane/fastlane,2014-12-02T17:00:38Z,9.48,MIT License
hexo,38626,TypeScript,hexojs,https://github.com/hexojs/hexo,2012-09-23T15:17:08Z,11.67,MIT License
monaco-editor,38601,JavaScript,microsoft,https://github.com/microsoft/monaco-editor,2016-06-07T16:56:31Z,7.96,MIT License
spark,38557,Scala,apache,https://github.com/apache/spark,2014-02-25T08:00:08Z,10.25,Apache License 2.0
ailearning,38282,Python,apachecn,https://github.com/apachecn/ailearning,2017-02-25T08:53:02Z,7.24,Other
alist,38104,Go,alist-org,https://github.com/alist-org/alist,2020-12-23T17:40:29Z,3.41,GNU Affero General Public License v3.0
jeecg-boot,38062,Java,jeecgboot,https://github.com/jeecgboot/jeecg-boot,2018-11-26T10:40:00Z,5.49,Apache License 2.0
ColossalAI,38049,Python,hpcaitech,https://github.com/hpcaitech/ColossalAI,2021-10-28T16:19:44Z,2.57,Apache License 2.0
dbeaver,37793,Java,dbeaver,https://github.com/dbeaver/dbeaver,2015-10-21T08:26:28Z,8.59,Apache License 2.0
awesome-cheatsheets,37789,JavaScript,LeCoupa,https://github.com/LeCoupa/awesome-cheatsheets,2017-11-09T02:47:15Z,6.54,MIT License
kong,37712,Lua,Kong,https://github.com/Kong/kong,2014-11-17T23:56:08Z,9.52,Apache License 2.0
CPlusPlusThings,37604,C++,Light-City,https://github.com/Light-City/CPlusPlusThings,2019-07-14T08:45:45Z,4.86,No License
cheat.sh,37592,Python,chubin,https://github.com/chubin/cheat.sh,2017-05-07T21:40:56Z,7.05,MIT License
prisma,37559,TypeScript,prisma,https://github.com/prisma/prisma,2019-06-20T13:33:47Z,4.93,Apache License 2.0
black,37555,Python,psf,https://github.com/psf/black,2018-03-14T19:54:45Z,6.19,MIT License
impress.js,37523,JavaScript,impress,https://github.com/impress/impress.js,2011-12-28T22:23:19Z,12.41,MIT License
Deep-Learning-Papers-Reading-Roadmap,37468,Python,floodsung,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,2016-10-14T11:49:48Z,7.61,No License
php-src,37422,C,php,https://github.com/php/php-src,2011-06-16T01:52:25Z,12.95,Other
esbuild,37396,Go,evanw,https://github.com/evanw/esbuild,2016-06-14T16:08:50Z,7.94,MIT License
MPAndroidChart,37299,Java,PhilJay,https://github.com/PhilJay/MPAndroidChart,2014-04-25T14:29:47Z,10.08,Other
video.js,37286,JavaScript,videojs,https://github.com/videojs/video.js,2010-05-14T18:45:10Z,14.03,Other
lx-music-desktop,37202,TypeScript,lyswhut,https://github.com/lyswhut/lx-music-desktop,2019-08-14T14:31:08Z,4.78,Apache License 2.0
text-generation-webui,37178,Python,oobabooga,https://github.com/oobabooga/text-generation-webui,2022-12-21T04:17:37Z,1.42,GNU Affero General Public License v3.0
bert,37174,Python,google-research,https://github.com/google-research/bert,2018-10-25T22:57:34Z,5.58,Apache License 2.0
sentry,37148,Python,getsentry,https://github.com/getsentry/sentry,2010-08-30T22:06:41Z,13.74,Other
tabler,37142,HTML,tabler,https://github.com/tabler/tabler,2018-02-01T09:08:59Z,6.31,MIT License
reactjs-interview-questions,37124,JavaScript,sudheerj,https://github.com/sudheerj/reactjs-interview-questions,2018-05-31T17:17:01Z,5.98,No License
pyenv,37111,Roff,pyenv,https://github.com/pyenv/pyenv,2012-08-31T06:57:52Z,11.73,MIT License
fanqiang,37065,Kotlin,bannedbook,https://github.com/bannedbook/fanqiang,2015-01-14T00:34:25Z,9.36,No License
wrk,36912,C,wg,https://github.com/wg/wrk,2012-03-20T11:12:28Z,12.18,Other
acme.sh,36908,Shell,acmesh-official,https://github.com/acmesh-official/acme.sh,2015-12-26T12:56:33Z,8.41,GNU General Public License v3.0
metabase,36865,Clojure,metabase,https://github.com/metabase/metabase,2015-02-02T19:25:47Z,9.31,Other
chakra-ui,36756,MDX,chakra-ui,https://github.com/chakra-ui/chakra-ui,2019-08-17T14:27:54Z,4.77,MIT License
Open-Assistant,36731,Python,LAION-AI,https://github.com/LAION-AI/Open-Assistant,2022-12-13T05:24:17Z,1.44,Apache License 2.0
styleguide,36682,HTML,google,https://github.com/google/styleguide,2015-05-20T19:18:59Z,9.01,Apache License 2.0
freecodecamp.cn,36670,CSS,FreeCodeCampChina,https://github.com/FreeCodeCampChina/freecodecamp.cn,2016-09-30T03:13:43Z,7.65,Other
stablediffusion,36657,Python,Stability-AI,https://github.com/Stability-AI/stablediffusion,2022-11-23T23:59:50Z,1.5,MIT License
iina,36631,Swift,iina,https://github.com/iina/iina,2016-12-19T07:18:45Z,7.43,GNU General Public License v3.0
awesome-design-patterns,36536,,DovAmir,https://github.com/DovAmir/awesome-design-patterns,2018-06-04T17:47:48Z,5.97,No License
phaser,36460,JavaScript,phaserjs,https://github.com/phaserjs/phaser,2013-04-12T12:27:51Z,11.12,MIT License
free,36431,,freefq,https://github.com/freefq/free,2020-06-07T02:48:33Z,3.96,No License
Fooocus,36402,Python,lllyasviel,https://github.com/lllyasviel/Fooocus,2023-08-09T18:43:40Z,0.79,GNU General Public License v3.0
cobra,36299,Go,spf13,https://github.com/spf13/cobra,2013-09-03T20:40:26Z,10.72,Apache License 2.0
tidb,36288,Go,pingcap,https://github.com/pingcap/tidb,2015-09-06T04:01:52Z,8.72,Apache License 2.0
manifesto,36238,HTML,opentofu,https://github.com/opentofu/manifesto,2023-08-13T16:17:24Z,0.78,Apache License 2.0
zju-icicles,36201,HTML,QSCTech,https://github.com/QSCTech/zju-icicles,2016-06-28T16:17:32Z,7.9,No License
interview_internal_reference,36183,Python,0voice,https://github.com/0voice/interview_internal_reference,2019-06-10T06:54:19Z,4.96,No License
preact,36145,JavaScript,preactjs,https://github.com/preactjs/preact,2015-09-11T02:40:18Z,8.7,MIT License
tutorials,36108,Java,eugenp,https://github.com/eugenp/tutorials,2013-04-29T18:26:36Z,11.07,MIT License
Made-With-ML,36047,Jupyter Notebook,GokuMohandas,https://github.com/GokuMohandas/Made-With-ML,2018-11-05T03:44:27Z,5.55,MIT License
pure-bash-bible,36024,Shell,dylanaraps,https://github.com/dylanaraps/pure-bash-bible,2018-06-13T01:39:33Z,5.95,MIT License
localsend,36014,Dart,localsend,https://github.com/localsend/localsend,2022-12-16T00:46:07Z,1.44,MIT License
ant-design-pro,35906,TypeScript,ant-design,https://github.com/ant-design/ant-design-pro,2017-08-25T10:40:44Z,6.75,MIT License
slate,35892,SCSS,slatedocs,https://github.com/slatedocs/slate,2013-09-13T22:15:24Z,10.7,Apache License 2.0
gorm,35695,Go,go-gorm,https://github.com/go-gorm/gorm,2013-10-25T08:31:38Z,10.58,MIT License
cli,35630,Go,cli,https://github.com/cli/cli,2019-10-03T15:24:53Z,4.64,MIT License
Docker-OSX,35614,Shell,sickcodes,https://github.com/sickcodes/Docker-OSX,2020-06-04T11:01:37Z,3.97,GNU General Public License v3.0
ComfyUI,35605,Python,comfyanonymous,https://github.com/comfyanonymous/ComfyUI,2023-01-17T03:15:56Z,1.35,GNU General Public License v3.0
English-level-up-tips,35591,HTML,byoungd,https://github.com/byoungd/English-level-up-tips,2017-05-30T07:18:52Z,6.99,No License
python-cheatsheet,35584,Python,gto76,https://github.com/gto76/python-cheatsheet,2018-01-25T04:16:53Z,6.33,No License
JavaFamily,35535,,AobingJava,https://github.com/AobingJava/JavaFamily,2019-11-12T04:26:18Z,4.53,No License
og-aws,35453,Shell,open-guides,https://github.com/open-guides/og-aws,2016-07-13T17:30:16Z,7.86,Creative Commons Attribution 4.0 International
lerna,35428,TypeScript,lerna,https://github.com/lerna/lerna,2015-12-04T09:36:55Z,8.47,MIT License
v,35337,V,vlang,https://github.com/vlang/v,2019-02-08T02:57:06Z,5.29,MIT License
chinese-independent-developer,35288,,1c7,https://github.com/1c7/chinese-independent-developer,2017-09-21T11:08:23Z,6.67,No License
leveldb,35275,C++,google,https://github.com/google/leveldb,2014-08-27T21:17:52Z,9.74,"BSD 3-Clause ""New"" or ""Revised"" License"
deeplearningbook-chinese,35246,TeX,exacity,https://github.com/exacity/deeplearningbook-chinese,2016-12-07T11:46:51Z,7.46,No License
DragGAN,35244,Python,XingangPan,https://github.com/XingangPan/DragGAN,2023-05-18T10:08:02Z,1.02,Other
wtfpython,35206,Python,satwikkansal,https://github.com/satwikkansal/wtfpython,2017-08-28T20:22:19Z,6.74,Do What The F*ck You Want To Public License
vim,35202,Vim Script,vim,https://github.com/vim/vim,2015-08-18T21:03:56Z,8.77,Vim License
shellcheck,35196,Haskell,koalaman,https://github.com/koalaman/shellcheck,2012-11-17T03:15:11Z,11.52,GNU General Public License v3.0
odoo,35173,Python,odoo,https://github.com/odoo/odoo,2014-05-13T15:38:58Z,10.03,Other
nvm-windows,35148,Go,coreybutler,https://github.com/coreybutler/nvm-windows,2014-09-20T16:37:28Z,9.68,MIT License
diagrams,35132,Python,mingrammer,https://github.com/mingrammer/diagrams,2020-02-02T15:23:24Z,4.3,MIT License
istio,35109,Go,istio,https://github.com/istio/istio,2016-11-18T23:57:21Z,7.51,Apache License 2.0
fullPage.js,35029,JavaScript,alvarotrigo,https://github.com/alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,10.68,GNU General Public License v3.0
koa,34889,JavaScript,koajs,https://github.com/koajs/koa,2013-07-20T18:53:45Z,10.85,MIT License
taro,34862,TypeScript,NervJS,https://github.com/NervJS/taro,2018-04-08T09:32:26Z,6.13,Other
FastChat,34842,Python,lm-sys,https://github.com/lm-sys/FastChat,2023-03-19T00:18:02Z,1.18,Apache License 2.0
arthas,34826,Java,alibaba,https://github.com/alibaba/arthas,2018-08-29T17:15:57Z,5.73,Apache License 2.0
hello-algorithm,34793,Java,geekxh,https://github.com/geekxh/hello-algorithm,2020-05-29T05:47:09Z,3.99,No License
50projects50days,34784,CSS,bradtraversy,https://github.com/bradtraversy/50projects50days,2020-11-16T14:39:01Z,3.52,MIT License
GFPGAN,34783,Python,TencentARC,https://github.com/TencentARC/GFPGAN,2021-03-19T06:18:20Z,3.18,Other
airflow,34783,Python,apache,https://github.com/apache/airflow,2015-04-13T18:04:58Z,9.12,Apache License 2.0
shadowsocks-android,34742,Kotlin,shadowsocks,https://github.com/shadowsocks/shadowsocks-android,2012-12-16T13:40:29Z,11.44,Other
ClickHouse,34738,C++,ClickHouse,https://github.com/ClickHouse/ClickHouse,2016-06-02T08:28:18Z,7.98,Apache License 2.0
hackathon-starter,34716,JavaScript,sahat,https://github.com/sahat/hackathon-starter,2013-11-13T17:24:12Z,10.53,MIT License
lottie-android,34711,Java,airbnb,https://github.com/airbnb/lottie-android,2016-10-06T22:42:42Z,7.63,Apache License 2.0
zed,34704,Rust,zed-industries,https://github.com/zed-industries/zed,2021-02-20T03:01:06Z,3.25,Other
nativefier,34681,TypeScript,nativefier,https://github.com/nativefier/nativefier,2015-07-05T05:56:42Z,8.89,MIT License
mitmproxy,34654,Python,mitmproxy,https://github.com/mitmproxy/mitmproxy,2010-02-16T04:10:13Z,14.27,MIT License
sheetjs,34589,,SheetJS,https://github.com/SheetJS/sheetjs,2012-12-03T19:25:52Z,11.47,Apache License 2.0
aspnetcore,34535,C#,dotnet,https://github.com/dotnet/aspnetcore,2014-03-11T06:09:42Z,10.21,MIT License
TaskMatrix,34533,Python,chenfei-wu,https://github.com/chenfei-wu/TaskMatrix,2023-03-02T09:04:28Z,1.23,Other
node-v0.x-archive,34460,,nodejs,https://github.com/nodejs/node-v0.x-archive,2009-05-27T16:29:46Z,15.0,No License
curl,34428,C,curl,https://github.com/curl/curl,2010-03-18T22:32:22Z,14.19,Other
glide,34388,Java,bumptech,https://github.com/bumptech/glide,2013-07-08T22:52:33Z,10.88,Other
955.WLB,34239,,formulahendry,https://github.com/formulahendry/955.WLB,2019-03-27T23:53:37Z,5.16,No License
the-way-to-go_ZH_CN,34235,Go,unknwon,https://github.com/unknwon/the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,11.17,No License
awesome-react-native,34155,JavaScript,jondot,https://github.com/jondot/awesome-react-native,2015-03-26T19:58:06Z,9.16,No License
carbon,34140,JavaScript,carbon-app,https://github.com/carbon-app/carbon,2017-06-16T02:50:28Z,6.94,MIT License
wtfjs,34129,JavaScript,denysdovhan,https://github.com/denysdovhan/wtfjs,2017-07-14T15:42:12Z,6.86,Do What The F*ck You Want To Public License
MockingBird,34042,Python,babysor,https://github.com/babysor/MockingBird,2021-08-07T03:53:39Z,2.79,Other
devdocs,34028,Ruby,freeCodeCamp,https://github.com/freeCodeCamp/devdocs,2013-10-24T18:16:07Z,10.58,Mozilla Public License 2.0
AFFiNE,34027,TypeScript,toeverything,https://github.com/toeverything/AFFiNE,2022-07-31T18:45:21Z,1.81,Other
gym,33988,Python,openai,https://github.com/openai/gym,2016-04-27T14:59:16Z,8.08,Other
caffe,33893,C++,BVLC,https://github.com/BVLC/caffe,2013-09-12T18:39:48Z,10.7,Other
pocketbase,33892,Go,pocketbase,https://github.com/pocketbase/pocketbase,2022-07-05T06:06:21Z,1.88,MIT License
date-fns,33837,TypeScript,date-fns,https://github.com/date-fns/date-fns,2014-10-06T10:24:22Z,9.64,MIT License
clipboard.js,33823,JavaScript,zenorocha,https://github.com/zenorocha/clipboard.js,2015-09-18T23:04:55Z,8.68,MIT License
aria2,33788,C++,aria2,https://github.com/aria2/aria2,2010-11-27T09:41:48Z,13.5,GNU General Public License v2.0
tesseract.js,33774,JavaScript,naptha,https://github.com/naptha/tesseract.js,2015-06-24T02:49:52Z,8.92,Apache License 2.0
12306,33708,Python,testerSunshine,https://github.com/testerSunshine/12306,2017-05-17T12:23:40Z,7.02,MIT License
vaultwarden,33674,Rust,dani-garcia,https://github.com/dani-garcia/vaultwarden,2018-02-17T22:40:20Z,6.26,GNU Affero General Public License v3.0
immich,33646,TypeScript,immich-app,https://github.com/immich-app/immich,2022-02-03T15:56:27Z,2.3,GNU Affero General Public License v3.0
formik,33594,TypeScript,jaredpalmer,https://github.com/jaredpalmer/formik,2017-06-14T19:50:59Z,6.94,Apache License 2.0
lazydocker,33538,Go,jesseduffield,https://github.com/jesseduffield/lazydocker,2019-05-18T08:53:50Z,5.02,MIT License
shadowsocks,33517,Python,shadowsocks,https://github.com/shadowsocks/shadowsocks,2012-04-20T13:10:49Z,12.1,No License
typeorm,33478,TypeScript,typeorm,https://github.com/typeorm/typeorm,2016-02-29T07:41:14Z,8.24,MIT License
gold-miner,33438,,xitu,https://github.com/xitu/gold-miner,2015-11-04T03:29:13Z,8.56,No License
htmx,33423,JavaScript,bigskysoftware,https://github.com/bigskysoftware/htmx,2020-04-13T16:17:51Z,4.11,Other
interview,33348,C++,huihut,https://github.com/huihut/interview,2018-02-09T09:49:48Z,6.29,Other
quivr,33332,Python,QuivrHQ,https://github.com/QuivrHQ/quivr,2023-05-12T23:53:30Z,1.03,Apache License 2.0
AFNetworking,33330,Objective-C,AFNetworking,https://github.com/AFNetworking/AFNetworking,2011-05-31T21:28:44Z,12.99,MIT License
vim-plug,33321,Vim Script,junegunn,https://github.com/junegunn/vim-plug,2013-09-10T14:58:51Z,10.71,MIT License
novu,33320,TypeScript,novuhq,https://github.com/novuhq/novu,2021-08-26T15:22:44Z,2.74,MIT License
insomnia,33314,JavaScript,Kong,https://github.com/Kong/insomnia,2016-04-23T03:54:26Z,8.09,Apache License 2.0
ImHex,33282,C++,WerWolv,https://github.com/WerWolv/ImHex,2020-11-10T14:27:00Z,3.53,GNU General Public License v2.0
brackets,33281,JavaScript,adobe,https://github.com/adobe/brackets,2011-12-07T21:14:40Z,12.47,MIT License
tmux,33271,C,tmux,https://github.com/tmux/tmux,2015-06-03T23:32:55Z,8.98,Other
