name,stars,language,owner,url,created_at,age_years,license
googletest,33263,C++,google,https://github.com/google/googletest,2015-07-28T15:07:53Z,8.83,"BSD 3-Clause ""New"" or ""Revised"" License"
lapce,33207,Rust,lapce,https://github.com/lapce/lapce,2018-02-06T08:41:06Z,6.3,Apache License 2.0
tldraw,33150,TypeScript,tldraw,https://github.com/tldraw/tldraw,2021-05-09T11:48:37Z,3.04,Other
DeepSpeed,33082,Python,microsoft,https://github.com/microsoft/DeepSpeed,2020-01-23T18:35:18Z,4.33,Apache License 2.0
google-research,33050,Jupyter Notebook,google-research,https://github.com/google-research/google-research,2018-10-04T18:42:48Z,5.64,Apache License 2.0
photoprism,33016,Go,photoprism,https://github.com/photoprism/photoprism,2018-01-27T12:00:15Z,6.32,Other
bark,32997,Jupyter Notebook,suno-ai,https://github.com/suno-ai/bark,2023-04-07T19:34:48Z,1.13,MIT License
trpc,32995,TypeScript,trpc,https://github.com/trpc/trpc,2020-07-18T01:17:11Z,3.85,MIT License
AndroidUtilCode,32975,Java,Blankj,https://github.com/Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,7.82,Apache License 2.0
metasploit-framework,32965,Ruby,rapid7,https://github.com/rapid7/metasploit-framework,2011-08-30T06:13:20Z,12.74,Other
gulp,32918,JavaScript,gulpjs,https://github.com/gulpjs/gulp,2013-07-04T05:26:06Z,10.89,MIT License
awesome-javascript,32898,,sorrycc,https://github.com/sorrycc/awesome-javascript,2014-07-01T15:59:02Z,9.9,No License
netty,32893,Java,netty,https://github.com/netty/netty,2010-11-09T09:22:21Z,13.55,Apache License 2.0
immutable-js,32868,TypeScript,immutable-js,https://github.com/immutable-js/immutable-js,2014-07-02T06:02:29Z,9.9,MIT License
bevy,32798,Rust,bevyengine,https://github.com/bevyengine/bevy,2020-01-18T21:13:55Z,4.35,Apache License 2.0
Ryujinx,32735,C#,Ryujinx,https://github.com/Ryujinx/Ryujinx,2018-02-04T23:07:54Z,6.3,MIT License
XX-Net,32709,Python,XX-net,https://github.com/XX-net/XX-Net,2015-01-15T09:35:51Z,9.36,No License
pandoc,32693,Haskell,jgm,https://github.com/jgm/pandoc,2010-03-20T20:34:23Z,14.18,Other
compose,32582,Go,docker,https://github.com/docker/compose,2013-12-09T11:40:58Z,10.46,Apache License 2.0
HanLP,32580,Python,hankcs,https://github.com/hankcs/HanLP,2014-10-09T06:36:16Z,9.63,Apache License 2.0
jieba,32552,Python,fxsjy,https://github.com/fxsjy/jieba,2012-09-29T07:52:01Z,11.65,MIT License
react-beautiful-dnd,32550,JavaScript,atlassian,https://github.com/atlassian/react-beautiful-dnd,2017-08-09T03:37:15Z,6.79,Other
30-Days-Of-Python,32544,Python,Asabeneh,https://github.com/Asabeneh/30-Days-Of-Python,2019-11-19T17:24:16Z,4.51,No License
TrafficMonitor,32479,C++,zhongyang219,https://github.com/zhongyang219/TrafficMonitor,2017-07-30T02:51:17Z,6.82,Other
nanoGPT,32460,Python,karpathy,https://github.com/karpathy/nanoGPT,2022-12-28T00:51:12Z,1.4,MIT License
REKCARC-TSC-UHT,32415,HTML,PKUanonym,https://github.com/PKUanonym/REKCARC-TSC-UHT,2019-04-05T03:31:23Z,5.14,Creative Commons Attribution Share Alike 4.0 International
zxing,32307,Java,zxing,https://github.com/zxing/zxing,2011-10-12T14:07:27Z,12.62,Apache License 2.0
streamlit,32305,Python,streamlit,https://github.com/streamlit/streamlit,2019-08-24T00:14:52Z,4.75,Apache License 2.0
carbon-lang,32283,C++,carbon-language,https://github.com/carbon-language/carbon-lang,2020-04-27T21:45:16Z,4.07,Other
material-design-lite,32275,HTML,google,https://github.com/google/material-design-lite,2015-01-14T22:01:33Z,9.36,Apache License 2.0
Files,32273,C#,files-community,https://github.com/files-community/Files,2019-01-04T18:19:14Z,5.38,MIT License
spring-boot-demo,32254,Java,xkcoding,https://github.com/xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,6.54,MIT License
cli,32227,Python,httpie,https://github.com/httpie/cli,2012-02-25T12:39:13Z,12.25,"BSD 3-Clause ""New"" or ""Revised"" License"
ShadowsocksX-NG,32194,Swift,shadowsocks,https://github.com/shadowsocks/ShadowsocksX-NG,2016-06-10T11:49:00Z,7.96,GNU General Public License v3.0
LeetCode-Go,32179,Go,halfrost,https://github.com/halfrost/LeetCode-Go,2017-07-18T00:06:14Z,6.85,MIT License
ijkplayer,32138,C,bilibili,https://github.com/bilibili/ijkplayer,2013-06-03T04:12:04Z,10.98,GNU General Public License v2.0
marked,32040,JavaScript,markedjs,https://github.com/markedjs/marked,2011-07-24T13:15:51Z,12.84,Other
Awesome-Design-Tools,32027,JavaScript,goabstract,https://github.com/goabstract/Awesome-Design-Tools,2019-02-12T13:55:30Z,5.28,MIT License
halo,31979,Java,halo-dev,https://github.com/halo-dev/halo,2018-03-21T12:56:52Z,6.18,GNU General Public License v3.0
fd,31975,Rust,sharkdp,https://github.com/sharkdp/fd,2017-05-09T21:27:10Z,7.04,Apache License 2.0
whisper.cpp,31916,C,ggerganov,https://github.com/ggerganov/whisper.cpp,2022-09-25T18:26:37Z,1.66,MIT License
llama_index,31916,Python,run-llama,https://github.com/run-llama/llama_index,2022-11-02T04:24:54Z,1.56,MIT License
appsmith,31864,TypeScript,appsmithorg,https://github.com/appsmithorg/appsmith,2020-06-30T04:07:36Z,3.9,Apache License 2.0
AI-For-Beginners,31832,Jupyter Notebook,microsoft,https://github.com/microsoft/AI-For-Beginners,2021-03-03T16:27:36Z,3.22,MIT License
husky,31712,JavaScript,typicode,https://github.com/typicode/husky,2014-06-23T12:14:21Z,9.92,MIT License
fiber,31659,Go,gofiber,https://github.com/gofiber/fiber,2020-01-16T03:59:20Z,4.35,MIT License
framework,31619,PHP,laravel,https://github.com/laravel/framework,2013-01-10T21:27:28Z,11.37,MIT License
gitness,31579,Go,harness,https://github.com/harness/gitness,2014-02-07T07:54:44Z,10.3,Apache License 2.0
ccxt,31570,Python,ccxt,https://github.com/ccxt/ccxt,2017-05-14T15:41:56Z,7.03,MIT License
JavaScript,31541,JavaScript,TheAlgorithms,https://github.com/TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,6.87,GNU General Public License v3.0
lobe-chat,31523,TypeScript,lobehub,https://github.com/lobehub/lobe-chat,2023-05-21T07:19:12Z,1.01,MIT License
termux-app,31521,Java,termux,https://github.com/termux/termux-app,2015-10-23T09:42:46Z,8.59,Other
android-open-project,31514,,Trinea,https://github.com/Trinea/android-open-project,2014-01-05T15:20:15Z,10.38,Apache License 2.0
ray,31478,Python,ray-project,https://github.com/ray-project/ray,2016-10-25T19:38:30Z,7.58,Apache License 2.0
slidev,31440,TypeScript,slidevjs,https://github.com/slidevjs/slidev,2021-04-24T01:25:23Z,3.08,MIT License
awesome-shell,31412,,alebcay,https://github.com/alebcay/awesome-shell,2014-07-07T01:57:42Z,9.88,Creative Commons Zero v1.0 Universal
awesome-awesomeness,31339,Ruby,bayandin,https://github.com/bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,9.88,No License
solid,31286,TypeScript,solidjs,https://github.com/solidjs/solid,2018-04-24T16:36:27Z,6.08,MIT License
daisyui,31255,Svelte,saadeghi,https://github.com/saadeghi/daisyui,2020-11-28T22:57:27Z,3.48,MIT License
zig,31222,Zig,ziglang,https://github.com/ziglang/zig,2015-08-06T00:51:28Z,8.8,MIT License
easyexcel,31121,Java,alibaba,https://github.com/alibaba/easyexcel,2018-02-06T03:14:08Z,6.3,Apache License 2.0
v2rayNG,31114,Kotlin,2dust,https://github.com/2dust/v2rayNG,2019-05-15T02:15:31Z,5.03,GNU General Public License v3.0
beego,30979,Go,beego,https://github.com/beego/beego,2012-02-29T02:32:08Z,12.24,Other
jQuery-File-Upload,30972,PHP,blueimp,https://github.com/blueimp/jQuery-File-Upload,2010-12-01T15:35:32Z,13.48,MIT License
run,30945,,The-Run-Philosophy-Organization,https://github.com/The-Run-Philosophy-Organization/run,2022-04-10T05:42:40Z,2.12,Creative Commons Attribution Share Alike 4.0 International
certbot,30941,Python,certbot,https://github.com/certbot/certbot,2014-11-12T02:52:20Z,9.53,Other
awesome-compose,30921,HTML,docker,https://github.com/docker/awesome-compose,2020-02-13T08:51:42Z,4.28,Creative Commons Zero v1.0 Universal
zod,30888,TypeScript,colinhacks,https://github.com/colinhacks/zod,2020-03-07T20:59:08Z,4.21,MIT License
graphql-engine,30859,TypeScript,hasura,https://github.com/hasura/graphql-engine,2018-06-18T07:57:36Z,5.93,Apache License 2.0
fastify,30854,JavaScript,fastify,https://github.com/fastify/fastify,2016-09-28T19:10:14Z,7.65,Other
sqlmap,30799,Python,sqlmapproject,https://github.com/sqlmapproject/sqlmap,2012-06-26T09:52:15Z,11.92,Other
jellyfin,30730,C#,jellyfin,https://github.com/jellyfin/jellyfin,2018-12-09T06:36:45Z,5.46,GNU General Public License v2.0
Coursera-ML-AndrewNg-Notes,30678,HTML,fengdu78,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,6.55,No License
chatgpt-web,30648,Vue,Chanzhaoyu,https://github.com/Chanzhaoyu/chatgpt-web,2023-02-09T03:21:37Z,1.28,MIT License
dify,30598,TypeScript,langgenius,https://github.com/langgenius/dify,2023-04-12T07:40:24Z,1.12,Other
Blog,30462,,mqyqingfeng,https://github.com/mqyqingfeng/Blog,2017-03-13T10:04:33Z,7.2,No License
awesome-php,30452,,ziadoz,https://github.com/ziadoz/awesome-php,2013-11-26T03:14:19Z,10.5,Do What The F*ck You Want To Public License
helix,30438,Rust,helix-editor,https://github.com/helix-editor/helix,2020-06-01T04:26:56Z,3.98,Mozilla Public License 2.0
nushell,30378,Rust,nushell,https://github.com/nushell/nushell,2019-05-10T16:59:42Z,5.04,MIT License
rxjs,30279,TypeScript,ReactiveX,https://github.com/ReactiveX/rxjs,2015-03-15T06:17:10Z,9.2,Apache License 2.0
NeteaseCloudMusicApi,30235,,Binaryify,https://github.com/Binaryify/NeteaseCloudMusicApi,2016-06-22T11:58:03Z,7.92,No License
vimrc,30194,Vim Script,amix,https://github.com/amix/vimrc,2012-05-29T16:19:29Z,11.99,MIT License
AgentGPT,30176,TypeScript,reworkd,https://github.com/reworkd/AgentGPT,2023-04-07T02:29:19Z,1.13,GNU General Public License v3.0
swc,30147,Rust,swc-project,https://github.com/swc-project/swc,2017-12-22T11:40:14Z,6.42,Apache License 2.0
libpku,30129,TeX,lib-pku,https://github.com/lib-pku/libpku,2018-11-22T13:33:06Z,5.5,No License
logseq,30124,Clojure,logseq,https://github.com/logseq/logseq,2020-05-23T00:06:06Z,4.0,GNU Affero General Public License v3.0
p3c,30122,Kotlin,alibaba,https://github.com/alibaba/p3c,2017-06-23T06:15:51Z,6.92,Apache License 2.0
RSSHub,30117,TypeScript,DIYgod,https://github.com/DIYgod/RSSHub,2018-04-02T14:43:21Z,6.15,MIT License
pytorch-image-models,30116,Python,huggingface,https://github.com/huggingface/pytorch-image-models,2019-02-02T05:51:12Z,5.31,Apache License 2.0
Python,30100,Python,geekcomputers,https://github.com/geekcomputers/Python,2011-11-30T09:04:08Z,12.49,MIT License
openpose,30076,C++,CMU-Perceptual-Computing-Lab,https://github.com/CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,7.08,Other
TTS,30041,Python,coqui-ai,https://github.com/coqui-ai/TTS,2020-05-20T15:45:28Z,4.01,Mozilla Public License 2.0
llm-course,30039,Jupyter Notebook,mlabonne,https://github.com/mlabonne/llm-course,2023-06-17T22:16:25Z,0.93,Apache License 2.0
Summer2024-Internships,30036,,SimplifyJobs,https://github.com/SimplifyJobs/Summer2024-Internships,2020-05-23T20:53:18Z,4.0,No License
yew,30020,MDX,yewstack,https://github.com/yewstack/yew,2017-12-16T14:19:02Z,6.44,Apache License 2.0
spring-boot-examples,29986,Java,ityouknow,https://github.com/ityouknow/spring-boot-examples,2016-11-05T05:32:33Z,7.55,No License
HEAD,29923,,joshbuchea,https://github.com/joshbuchea/HEAD,2016-04-20T20:05:37Z,8.09,No License
GitHubDaily,29914,,GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,2018-12-30T13:56:58Z,5.4,No License
html2canvas,29895,TypeScript,niklasvh,https://github.com/niklasvh/html2canvas,2011-07-16T01:05:58Z,12.86,MIT License
dotfiles,29888,Shell,mathiasbynens,https://github.com/mathiasbynens/dotfiles,2011-09-05T18:07:54Z,12.72,MIT License
zsh-autosuggestions,29879,Shell,zsh-users,https://github.com/zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,10.58,MIT License
MS-DOS,29878,Assembly,microsoft,https://github.com/microsoft/MS-DOS,2018-06-25T18:26:02Z,5.91,MIT License
modern-unix,29877,,ibraheemdev,https://github.com/ibraheemdev/modern-unix,2021-01-12T00:50:14Z,3.36,No License
learnGitBranching,29830,JavaScript,pcottle,https://github.com/pcottle/learnGitBranching,2012-08-13T22:36:09Z,11.78,MIT License
vault,29813,Go,hashicorp,https://github.com/hashicorp/vault,2015-02-25T00:15:59Z,9.25,Other
expo,29779,TypeScript,expo,https://github.com/expo/expo,2016-08-15T17:14:25Z,7.77,MIT License
vue-cli,29758,JavaScript,vuejs,https://github.com/vuejs/vue-cli,2015-12-26T23:11:20Z,8.41,MIT License
poetry,29744,Python,python-poetry,https://github.com/python-poetry/poetry,2018-02-28T15:23:47Z,6.23,MIT License
lottie-web,29715,JavaScript,airbnb,https://github.com/airbnb/lottie-web,2015-02-20T21:02:59Z,9.26,MIT License
gradio,29633,Python,gradio-app,https://github.com/gradio-app/gradio,2018-12-19T08:24:04Z,5.43,Apache License 2.0
foundation-sites,29614,HTML,foundation,https://github.com/foundation/foundation-sites,2011-10-13T23:05:42Z,12.62,MIT License
swr,29595,TypeScript,vercel,https://github.com/vercel/swr,2019-10-28T18:16:01Z,4.57,MIT License
How-To-Ask-Questions-The-Smart-Way,29546,JavaScript,ryanhanwu,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,9.16,MIT License
engineering-blogs,29478,Ruby,kilimchoi,https://github.com/kilimchoi/engineering-blogs,2015-06-13T18:25:17Z,8.95,No License
selenium,29473,Java,SeleniumHQ,https://github.com/SeleniumHQ/selenium,2013-01-14T21:40:56Z,11.36,Apache License 2.0
system-design,29460,,karanpratapsingh,https://github.com/karanpratapsingh/system-design,2022-08-15T18:59:54Z,1.77,Other
linux-insides,29447,Python,0xAX,https://github.com/0xAX/linux-insides,2015-01-03T18:44:57Z,9.39,Other
fairseq,29427,Python,facebookresearch,https://github.com/facebookresearch/fairseq,2017-08-29T16:26:12Z,6.73,MIT License
phantomjs,29412,C++,ariya,https://github.com/ariya/phantomjs,2010-12-27T08:18:58Z,13.41,"BSD 3-Clause ""New"" or ""Revised"" License"
nps,29392,Go,ehang-io,https://github.com/ehang-io/nps,2018-11-04T13:22:51Z,5.55,GNU General Public License v3.0
react-boilerplate,29387,JavaScript,react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,2015-02-18T14:36:32Z,9.27,MIT License
symfony,29374,PHP,symfony,https://github.com/symfony/symfony,2010-01-04T14:21:21Z,14.39,MIT License
C-Plus-Plus,29344,C++,TheAlgorithms,https://github.com/TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,7.86,MIT License
HowToLiveLonger,29265,,geekan,https://github.com/geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2.1,The Unlicense
cockroach,29250,Go,cockroachdb,https://github.com/cockroachdb/cockroach,2014-02-06T00:18:47Z,10.3,Other
project-guidelines,29250,JavaScript,elsewhencode,https://github.com/elsewhencode/project-guidelines,2017-06-30T10:17:55Z,6.9,MIT License
jq,29241,C,jqlang,https://github.com/jqlang/jq,2012-07-18T19:57:25Z,11.85,Other
pytorch-tutorial,29238,Python,yunjey,https://github.com/yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,7.21,MIT License
AnotherRedisDesktopManager,29232,JavaScript,qishibo,https://github.com/qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,5.38,MIT License
leetcode,29225,Java,doocs,https://github.com/doocs/leetcode,2018-09-16T14:03:03Z,5.69,Creative Commons Attribution Share Alike 4.0 International
nacos,29204,Java,alibaba,https://github.com/alibaba/nacos,2018-06-15T06:49:27Z,5.94,Apache License 2.0
es6features,29202,,lukehoban,https://github.com/lukehoban/es6features,2014-03-03T18:29:30Z,10.23,MIT License
linux-command,29201,Markdown,jaywcjlove,https://github.com/jaywcjlove/linux-command,2016-11-12T15:44:26Z,7.53,MIT License
portainer,29172,TypeScript,portainer,https://github.com/portainer/portainer,2016-05-19T20:15:28Z,8.01,zlib License
leakcanary,29165,Kotlin,square,https://github.com/square/leakcanary,2015-04-29T23:54:16Z,9.07,Apache License 2.0
COVID-19,29158,,CSSEGISandData,https://github.com/CSSEGISandData/COVID-19,2020-02-04T22:03:53Z,4.3,No License
WeChatMsg,29137,Python,LC044,https://github.com/LC044/WeChatMsg,2023-01-11T05:03:49Z,1.36,GNU General Public License v3.0
sequelize,29110,TypeScript,sequelize,https://github.com/sequelize/sequelize,2010-07-22T07:11:11Z,13.85,MIT License
cal.com,29105,TypeScript,calcom,https://github.com/calcom/cal.com,2021-03-22T13:47:42Z,3.17,Other
500lines,29102,JavaScript,aosabook,https://github.com/aosabook/500lines,2013-11-04T02:02:53Z,10.56,Other
slate,29096,TypeScript,ianstormtaylor,https://github.com/ianstormtaylor/slate,2016-06-18T01:52:42Z,7.93,MIT License
Hover,29087,SCSS,IanLunn,https://github.com/IanLunn/Hover,2014-01-02T14:27:35Z,10.39,Other
spacedrive,29083,TypeScript,spacedriveapp,https://github.com/spacedriveapp/spacedrive,2021-09-27T05:09:04Z,2.65,GNU Affero General Public License v3.0
webtorrent,29081,JavaScript,webtorrent,https://github.com/webtorrent/webtorrent,2013-10-15T08:16:40Z,10.61,MIT License
calculator,29048,C++,microsoft,https://github.com/microsoft/calculator,2019-01-28T17:55:49Z,5.32,MIT License
serenity,29002,C++,SerenityOS,https://github.com/SerenityOS/serenity,2018-12-02T19:28:41Z,5.47,"BSD 2-Clause ""Simplified"" License"
layui,28973,JavaScript,layui,https://github.com/layui/layui,2015-09-22T08:12:03Z,8.67,MIT License
detectron2,28957,Python,facebookresearch,https://github.com/facebookresearch/detectron2,2019-09-05T21:30:20Z,4.72,Apache License 2.0
stanford_alpaca,28948,Python,tatsu-lab,https://github.com/tatsu-lab/stanford_alpaca,2023-03-10T23:33:09Z,1.2,Apache License 2.0
NewPipe,28920,Java,TeamNewPipe,https://github.com/TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,8.72,GNU General Public License v3.0
spaCy,28915,Python,explosion,https://github.com/explosion/spaCy,2014-07-03T15:15:40Z,9.89,MIT License
standard,28902,JavaScript,standard,https://github.com/standard/standard,2015-01-27T01:23:31Z,9.33,MIT License
typst,28899,Rust,typst,https://github.com/typst/typst,2019-09-24T21:41:56Z,4.66,Apache License 2.0
interactive-coding-challenges,28888,Python,donnemartin,https://github.com/donnemartin/interactive-coding-challenges,2015-04-28T21:36:39Z,9.07,Other
Sortable,28868,JavaScript,SortableJS,https://github.com/SortableJS/Sortable,2013-12-19T10:10:13Z,10.43,MIT License
lede,28861,C,coolsnowwolf,https://github.com/coolsnowwolf/lede,2017-09-06T07:39:03Z,6.72,Other
apollo,28828,Java,apolloconfig,https://github.com/apolloconfig/apollo,2016-03-04T10:24:23Z,8.22,Apache License 2.0
floating-ui,28760,TypeScript,floating-ui,https://github.com/floating-ui/floating-ui,2016-03-29T17:00:47Z,8.15,MIT License
awesome-docker,28733,,veggiemonk,https://github.com/veggiemonk/awesome-docker,2014-09-21T17:01:48Z,9.67,Apache License 2.0
echo,28676,Go,labstack,https://github.com/labstack/echo,2015-03-01T17:43:01Z,9.23,MIT License
jsoncrack.com,28659,TypeScript,AykutSarac,https://github.com/AykutSarac/jsoncrack.com,2022-01-30T15:25:18Z,2.31,Other
gpt-pilot,28656,Python,Pythagora-io,https://github.com/Pythagora-io/gpt-pilot,2023-08-16T11:56:07Z,0.77,MIT License
faiss,28611,C++,facebookresearch,https://github.com/facebookresearch/faiss,2017-02-07T16:07:05Z,7.29,MIT License
AI-Expert-Roadmap,28557,JavaScript,AMAI-GmbH,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,2020-10-24T21:49:40Z,3.58,MIT License
swift-algorithm-club,28530,Swift,kodecocodes,https://github.com/kodecocodes/swift-algorithm-club,2016-01-26T17:56:12Z,8.33,MIT License
todomvc,28507,JavaScript,tastejs,https://github.com/tastejs/todomvc,2011-06-03T19:56:33Z,12.98,Other
minikube,28500,Go,kubernetes,https://github.com/kubernetes/minikube,2016-04-15T22:38:35Z,8.11,Apache License 2.0
hutool,28497,Java,dromara,https://github.com/dromara/hutool,2014-04-13T07:23:51Z,10.12,Other
jsPDF,28489,JavaScript,parallax,https://github.com/parallax/jsPDF,2009-12-06T14:56:32Z,14.47,MIT License
awesome-macos-command-line,28478,,herrbischoff,https://github.com/herrbischoff/awesome-macos-command-line,2015-09-22T19:37:55Z,8.67,No License
particles.js,28455,JavaScript,VincentGarreau,https://github.com/VincentGarreau/particles.js,2014-09-06T14:29:47Z,9.72,MIT License
algo,28397,Jinja,trailofbits,https://github.com/trailofbits/algo,2016-05-15T03:42:48Z,8.03,GNU Affero General Public License v3.0
vuex,28376,JavaScript,vuejs,https://github.com/vuejs/vuex,2015-07-16T04:21:26Z,8.86,MIT License
OpenAPI-Specification,28357,Markdown,OAI,https://github.com/OAI/OpenAPI-Specification,2014-03-03T16:53:36Z,10.23,Apache License 2.0
awesome-remote-job,28317,,lukasz-madon,https://github.com/lukasz-madon/awesome-remote-job,2015-01-02T00:31:34Z,9.39,No License
penpot,28312,Clojure,penpot,https://github.com/penpot/penpot,2015-12-29T22:09:07Z,8.4,Mozilla Public License 2.0
composer,28313,PHP,composer,https://github.com/composer/composer,2011-06-08T08:53:00Z,12.97,MIT License
Langchain-Chatchat,28302,Python,chatchat-space,https://github.com/chatchat-space/Langchain-Chatchat,2023-03-31T12:12:45Z,1.15,Apache License 2.0
slick,28293,JavaScript,kenwheeler,https://github.com/kenwheeler/slick,2014-03-24T02:10:05Z,10.17,MIT License
jax,28264,Python,google,https://github.com/google/jax,2018-10-25T21:25:02Z,5.58,Apache License 2.0
ControlNet,28262,Python,lllyasviel,https://github.com/lllyasviel/ControlNet,2023-02-01T02:43:30Z,1.31,Apache License 2.0
android_guides,28258,,codepath,https://github.com/codepath/android_guides,2013-06-19T10:24:45Z,10.93,MIT License
mattermost,28255,TypeScript,mattermost,https://github.com/mattermost/mattermost,2015-06-15T06:50:02Z,8.95,Other
uppy,28253,TypeScript,transloadit,https://github.com/transloadit/uppy,2015-11-16T12:32:33Z,8.52,MIT License
postcss,28236,TypeScript,postcss,https://github.com/postcss/postcss,2013-09-24T23:06:48Z,10.67,MIT License
linkedin-skill-assessments-quizzes,28166,,Ebazhanov,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,4.86,GNU Affero General Public License v3.0
awesome-python-cn,28135,Makefile,jobbole,https://github.com/jobbole/awesome-python-cn,2015-11-03T09:50:50Z,8.56,Other
sharp,28116,JavaScript,lovell,https://github.com/lovell/sharp,2013-08-19T20:24:24Z,10.76,Apache License 2.0
backbone,28091,JavaScript,jashkenas,https://github.com/jashkenas/backbone,2010-09-30T19:41:28Z,13.65,MIT License
async,28090,JavaScript,caolan,https://github.com/caolan/async,2010-06-01T21:01:30Z,13.98,MIT License
mmdetection,28062,Python,open-mmlab,https://github.com/open-mmlab/mmdetection,2018-08-22T07:06:06Z,5.76,Apache License 2.0
remix,28060,TypeScript,remix-run,https://github.com/remix-run/remix,2020-10-26T19:57:28Z,3.57,MIT License
etcher,28056,TypeScript,balena-io,https://github.com/balena-io/etcher,2015-10-27T16:53:23Z,8.58,Apache License 2.0
pnpm,28034,TypeScript,pnpm,https://github.com/pnpm/pnpm,2016-01-28T07:40:43Z,8.32,MIT License
ShareX,28025,C#,ShareX,https://github.com/ShareX/ShareX,2013-10-08T23:32:10Z,10.63,GNU General Public License v3.0
ChatGPT,27948,Python,acheong08,https://github.com/acheong08/ChatGPT,2022-12-03T14:35:24Z,1.47,GNU General Public License v2.0
influxdb,27902,Rust,influxdata,https://github.com/influxdata/influxdb,2013-09-26T14:31:10Z,10.66,Apache License 2.0
lighthouse,27900,JavaScript,GoogleChrome,https://github.com/GoogleChrome/lighthouse,2016-03-08T01:03:11Z,8.21,Apache License 2.0
canal,27896,Java,alibaba,https://github.com/alibaba/canal,2013-01-13T10:59:52Z,11.36,Apache License 2.0
consul,27875,Go,hashicorp,https://github.com/hashicorp/consul,2013-11-04T22:15:27Z,10.55,Other
SpringAll,27874,Java,wuyouzhuguli,https://github.com/wuyouzhuguli/SpringAll,2018-05-02T02:48:44Z,6.06,MIT License
cheerio,27874,TypeScript,cheeriojs,https://github.com/cheeriojs/cheerio,2011-10-09T04:23:20Z,12.63,MIT License
remote-jobs,27849,JavaScript,remoteintech,https://github.com/remoteintech/remote-jobs,2015-10-13T03:49:25Z,8.62,Creative Commons Zero v1.0 Universal
v2ray-core,27843,Go,v2fly,https://github.com/v2fly/v2ray-core,2019-04-15T10:05:54Z,5.11,MIT License
weekly,27838,JavaScript,ascoders,https://github.com/ascoders/weekly,2017-03-20T06:10:04Z,7.18,No License
memos,27826,Go,usememos,https://github.com/usememos/memos,2021-12-08T15:30:18Z,2.45,MIT License
go-zero,27822,Go,zeromicro,https://github.com/zeromicro/go-zero,2020-08-07T15:37:57Z,3.79,MIT License
machine-learning-for-software-engineers,27805,,ZuzooVn,https://github.com/ZuzooVn/machine-learning-for-software-engineers,2016-10-09T21:20:25Z,7.62,Creative Commons Attribution Share Alike 4.0 International
python-guide,27789,Batchfile,realpython,https://github.com/realpython/python-guide,2011-03-15T03:24:20Z,13.2,Other
fabric.js,27711,JavaScript,fabricjs,https://github.com/fabricjs/fabric.js,2010-06-09T22:24:38Z,13.96,Other
druid,27694,Java,alibaba,https://github.com/alibaba/druid,2011-11-03T05:12:51Z,12.56,Apache License 2.0
Awesome,27617,,Awesome-Windows,https://github.com/Awesome-Windows/Awesome,2016-05-30T17:27:35Z,7.98,Creative Commons Zero v1.0 Universal
tqdm,27595,Python,tqdm,https://github.com/tqdm/tqdm,2015-06-03T13:13:14Z,8.98,Other
django-rest-framework,27595,Python,encode,https://github.com/encode/django-rest-framework,2011-03-02T17:13:56Z,13.23,Other
css-protips,27554,,AllThingsSmitty,https://github.com/AllThingsSmitty/css-protips,2015-08-29T12:29:03Z,8.74,Creative Commons Zero v1.0 Universal
react-spring,27540,TypeScript,pmndrs,https://github.com/pmndrs/react-spring,2018-03-07T15:39:32Z,6.21,MIT License
kafka,27533,Java,apache,https://github.com/apache/kafka,2011-08-15T18:06:16Z,12.78,Apache License 2.0
rocksdb,27533,C++,facebook,https://github.com/facebook/rocksdb,2012-11-30T06:16:18Z,11.48,GNU General Public License v2.0
the-super-tiny-compiler,27496,JavaScript,jamiebuilds,https://github.com/jamiebuilds/the-super-tiny-compiler,2016-03-11T04:19:18Z,8.21,Creative Commons Attribution 4.0 International
Stirling-PDF,27464,Java,Stirling-Tools,https://github.com/Stirling-Tools/Stirling-PDF,2023-01-27T18:22:42Z,1.32,GNU General Public License v3.0
spring-cloud-alibaba,27392,Java,alibaba,https://github.com/alibaba/spring-cloud-alibaba,2017-12-01T20:49:15Z,6.48,Apache License 2.0
milvus,27364,Go,milvus-io,https://github.com/milvus-io/milvus,2019-09-16T06:43:43Z,4.69,Apache License 2.0
Charts,27341,Swift,ChartsOrg,https://github.com/ChartsOrg/Charts,2015-03-20T10:49:12Z,9.18,Apache License 2.0
